sport,player,stat,line,opponent,game_date,risk_type
WNBA,Erica Wheeler,PRA,19.5,MIN,2026-06-17,DEMON
WNBA,Erica Wheeler,PRA,17.5,MIN,2026-06-17,DEMON
WNBA,Ariel Atkins,PRA,13.5,MIN,2026-06-17,GOBLIN
WNBA,Ariel Atkins,PRA,19.5,MIN,2026-06-17,DEMON
WNBA,A'ja Wilson,PTS,19.5,PHX,2026-06-17,GOBLIN
WNBA,Alyssa Thomas,AST,8.5,LVA,2026-06-17,DEMON
WNBA,Caitlin Clark,PRA,33.5,ATL,2026-06-17,NORMAL
WNBA,Angel Reese,PRA,30.5,IND,2026-06-17,NORMAL
WNBA,Allisha Gray,PRA,24,IND,2026-06-17,NORMAL
WNBA,Rhyne Howard,PRA,25.5,IND,2026-06-17,NORMAL
WNBA,Kelsey Mitchell,PRA,24.5,ATL,2026-06-17,NORMAL
WNBA,Jordin Canada,PRA,22.5,IND,2026-06-17,NORMAL
WNBA,Caitlin Clark,PRA,31.5,ATL,2026-06-17,GOBLIN
WNBA,Caitlin Clark,PRA,29.5,ATL,2026-06-17,GOBLIN
WNBA,Caitlin Clark,PRA,44.5,ATL,2026-06-17,DEMON
WNBA,Caitlin Clark,PRA,39.5,ATL,2026-06-17,DEMON
WNBA,Caitlin Clark,PRA,34.5,ATL,2026-06-17,DEMON
WNBA,Angel Reese,PRA,29.5,IND,2026-06-17,GOBLIN
WNBA,Angel Reese,PRA,28.5,IND,2026-06-17,GOBLIN
WNBA,Angel Reese,PRA,24.5,IND,2026-06-17,GOBLIN
WNBA,Angel Reese,PRA,39.5,IND,2026-06-17,DEMON
WNBA,Angel Reese,PRA,36.5,IND,2026-06-17,DEMON
WNBA,Angel Reese,PRA,34.5,IND,2026-06-17,DEMON
WNBA,Allisha Gray,PRA,22.5,IND,2026-06-17,GOBLIN
WNBA,Allisha Gray,PRA,19.5,IND,2026-06-17,GOBLIN
WNBA,Allisha Gray,PRA,34.5,IND,2026-06-17,DEMON
WNBA,Allisha Gray,PRA,29.5,IND,2026-06-17,DEMON
WNBA,Rhyne Howard,PRA,24.5,IND,2026-06-17,GOBLIN
WNBA,Rhyne Howard,PRA,23.5,IND,2026-06-17,GOBLIN
WNBA,Rhyne Howard,PRA,19.5,IND,2026-06-17,GOBLIN
WNBA,Rhyne Howard,PRA,34.5,IND,2026-06-17,DEMON
WNBA,Rhyne Howard,PRA,31.5,IND,2026-06-17,DEMON
WNBA,Rhyne Howard,PRA,29.5,IND,2026-06-17,DEMON
WNBA,Kelsey Mitchell,PRA,22.5,ATL,2026-06-17,GOBLIN
WNBA,Kelsey Mitchell,PRA,19.5,ATL,2026-06-17,GOBLIN
WNBA,Kelsey Mitchell,PRA,34.5,ATL,2026-06-17,DEMON
WNBA,Kelsey Mitchell,PRA,30.5,ATL,2026-06-17,DEMON
WNBA,Kelsey Mitchell,PRA,29.5,ATL,2026-06-17,DEMON
WNBA,Jordin Canada,PRA,20.5,IND,2026-06-17,GOBLIN
WNBA,Jordin Canada,PRA,19.5,IND,2026-06-17,GOBLIN
WNBA,Jordin Canada,PRA,29.5,IND,2026-06-17,DEMON
WNBA,Jordin Canada,PRA,24.5,IND,2026-06-17,DEMON
WNBA,Breanna Stewart,REB,8.5,CHI,2026-06-17,NORMAL
WNBA,Skylar Diggins,Rebs+Asts,7.5,NYL,2026-06-17,NORMAL
WNBA,Kamilla Cardoso,PRA,22.5,NYL,2026-06-17,NORMAL
WNBA,Breanna Stewart,REB,6.5,CHI,2026-06-17,GOBLIN
WNBA,Jessica Shepard,PTS,11.5,GSV,2026-06-17,NORMAL
WNBA,Azzi Fudd,2-PT Att,6,GSV,2026-06-17,NORMAL
WNBA,Janelle Salaün,REB,4,DAL,2026-06-17,NORMAL
